!omamer-version: 2.0.4
!query-md5: 0ba3df64bec478a636fba2733128daa1
!date-run: 2024-10-16T09:35:19.332361
!db-path: DB/LUCA.h5
!db-info-source: OMA / All.Jul2024
!db-info-root_level: LUCA
!db-info-database_hash: c259ac11f2fe04d44b5e031a6ec1b496
qseqid	hogid	hoglevel	family_p	family_count	family_normcount	subfamily_score	subfamily_count	qseqlen	subfamily_medianseqlen	qseq_overlap
tr|A0A4U1EBT0|A0A4U1EBT0_MONMO	HOG:E0803094.7a.6b.18a	Vertebrata	807.2012213018148	258	0.9122062464724295	0.8883804425664197	199	288	2041	1.0
tr|A0A4U1EBX3|A0A4U1EBX3_MONMO	HOG:E0749008.6b	Boreoeutheria	1023.1834067622765	197	0.5018892076298518	0.3321900967890795	97	398	508	0.9395465994962217
tr|A0A4U1EBY5|A0A4U1EBY5_MONMO	HOG:E0760465.5b.2c	Artiodactyla	324.94632909042866	49	0.7204593440954834	0.4411763349874316	15	74	159	0.9863013698630136
tr|A0A4U1EC11|A0A4U1EC11_MONMO	HOG:E0784084.1a.2e.17a	Euteleostomi	2743.1158543405445	565	1.0	0.9999957966979444	215	571	856	1.0
tr|A0A4U1EDG3|A0A4U1EDG3_MONMO	HOG:E0789530.1b	Eumetazoa	1848.9998296584674	300	0.892708301567547	0.8918830410337192	297	342	314	0.9208211143695014
tr|A0A4U1EEE2|A0A4U1EEE2_MONMO	HOG:E0815383.9a.6b	Chordata	2657.9926527302114	573	0.9419982651622462	0.1860426153648141	8	614	588	0.9902120717781403
tr|A0A4U1EFT6|A0A4U1EFT6_MONMO	HOG:E0803893.1b.4a.6b.13a	Amniota	1064.9759302852187	395	0.4516447488461403	0.3158605225320715	217	865	691	0.90625
tr|A0A4U1EGG3|A0A4U1EGG3_MONMO	HOG:E0746027.5a.3a	Cetacea	296.3056839838801	49	0.5382190176528916	0.10638296968335068	5	97	191	0.59375
tr|A0A4U1EI09|A0A4U1EI09_MONMO	HOG:E0794303.3ado.357f.218a	Eutheria	366.623549280253	168	0.6495260277880869	0.3517234124667347	51	259	270	0.9961240310077519
tr|A0A4U1EI81|A0A4U1EI81_MONMO	HOG:E0789140.1a	Bilateria	1951.964047518009	328	1.0	0.9999932596714792	31	334	592	1.0
tr|A0A4U1EJ97|A0A4U1EJ97_MONMO	HOG:E0747090	Gnathostomata	127.18007386317512	42	0.14967326520011365	0.11551947064600698	32	283	743	0.9361702127659575
tr|A0A4U1EJN7|A0A4U1EJN7_MONMO	HOG:E0756092.2c.4b	Amniota	1544.3322028162638	236	0.8739617059223853	0.8308443873703627	167	276	259	1.0
tr|A0A4U1EKP2|A0A4U1EKP2_MONMO	HOG:E0747366	Gnathostomata	4009.8747182029856	698	0.9027599650015835	0.9029670583902836	698	780	673	0.9987163029525032
tr|A0A4U1EKQ2|A0A4U1EKQ2_MONMO	HOG:E1027543.7b.8b.21a.19b.7d	Sarcopterygii	1119.333951784462	279	0.8261498894555733	0.2804867239459279	23	343	554	0.8450292397660819
tr|A0A4U1EL08|A0A4U1EL08_MONMO	HOG:E0752386.1a.3a	Artiodactyla	1140.22799460926	176	0.9669921076587242	0.6470587137573326	11	188	553	1.0
tr|A0A4U1EL74|A0A4U1EL74_MONMO	HOG:E0781680.2a.6e.6b.5a.14a	Boreoeutheria	752.2352798256065	107	1.0	0.9999998756992634	10	113	113	1.0
tr|A0A4U1ELE7|A0A4U1ELE7_MONMO	HOG:E0745587.1a	Euteleostomi	2701.2999558712127	372	1.0	0.999997338672798	301	378	376	1.0
tr|A0A4U1ELJ6|A0A4U1ELJ6_MONMO	HOG:E0811202.5a.19b.38a.22b	Boreoeutheria	136.3982535290818	40	0.43656606996578373	0.12068917152954727	7	98	281	0.6288659793814433
tr|A0A4U1ELU7|A0A4U1ELU7_MONMO	HOG:E0802070.9k.53a.102a.99j.67q.52c.56b	Glires	1037.1723349816275	230	0.9539595607091411	0.24999998095131568	4	247	231	1.0
tr|A0A4U1EMV4|A0A4U1EMV4_MONMO	HOG:E0727670	Eutheria	1831.2603439608172	266	0.7915591945661993	0.7916648696331586	266	342	300	0.8797653958944281
tr|A0A4U1EN54|A0A4U1EN54_MONMO	HOG:E0731842.1b	Eutheria	3547.8285903276624	486	0.9454965036979852	0.9020958283741828	258	520	487	1.0
tr|A0A4U1EPC2|A0A4U1EPC2_MONMO	HOG:E0789440.1b.2a.2a.3b.2a	Boreoeutheria	901.4138405950148	142	1.0	0.9999996116005552	63	148	230	1.0
tr|A0A4U1EPG8|A0A4U1EPG8_MONMO	HOG:E0736499.5a.4c	Artiodactyla	364.2774743307833	66	0.653026085366458	0.16666655915460088	8	107	646	1.0
tr|A0A4U1EPN9|A0A4U1EPN9_MONMO	HOG:E0779904.3a.5a.1a.1a	Eutheria	1832.8223742355754	314	0.7711768076462239	0.24999949827702633	31	413	438	0.9830097087378641
tr|A0A4U1EQY2|A0A4U1EQY2_MONMO	HOG:E0802052	Eukaryota	763.3367402342046	189	0.8736317391142173	0.8703609861490365	188	222	195	0.918552036199095
tr|A0A4U1ER44|A0A4U1ER44_MONMO	HOG:E0746429	Gnathostomata	1225.584738678307	154	1.0	0.9999988244701755	154	160	160	1.0
tr|A0A4U1ERF8|A0A4U1ERF8_MONMO	HOG:E0737345.1a	Theria	5114.109948311691	832	0.9834193965884264	0.9704616273748058	460	855	906	1.0
tr|A0A4U1ERH4|A0A4U1ERH4_MONMO	HOG:E0802997.10l.22a.34a	Euteleostomi	1447.3685452894542	330	0.9159252848760382	0.7629613848278952	103	366	333	0.947945205479452
tr|A0A4U1ERV6|A0A4U1ERV6_MONMO	HOG:E0803049.3b	Opisthokonta	3018.3231793002965	629	0.8840415135040145	0.8823413043675	615	717	654	0.9678770949720671
tr|A0A4U1ESX3|A0A4U1ESX3_MONMO	HOG:E0792940.6cdt.755d.442a.333b	Boreoeutheria	351.1584798380698	369	0.9874417180197219	0.749999513451402	18	378	403	1.0
tr|A0A4U1ETC4|A0A4U1ETC4_MONMO	HOG:E1027292.2c.13b.28b.17b.21b	Amniota	2302.779793752822	492	0.9838654770920541	0.7575753246217629	25	506	495	0.9841584158415841
tr|A0A4U1ETX0|A0A4U1ETX0_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	134	N/A	N/A
tr|A0A4U1EU53|A0A4U1EU53_MONMO	HOG:E0814989.4a.7b.2b.6a.10b.3a	Eutheria	1146.7523940569276	182	1.0	0.9999997668957613	20	188	188	1.0
tr|A0A4U1EUB7|A0A4U1EUB7_MONMO	HOG:E0755393.3i	Vertebrata	2231.031193794713	383	0.976981833470256	0.9571387697472028	201	398	413	1.0
tr|A0A4U1EVU5|A0A4U1EVU5_MONMO	HOG:E0792940	Opisthokonta	16.330613685085495	189	0.3058695050900829	0.33357984910729005	114	347	541	0.9682080924855492
tr|A0A4U1EW37|A0A4U1EW37_MONMO	HOG:E0809042.7o.48a	Mammalia	400.2797355665705	155	0.8596055629956001	0.3333305770855687	13	185	972	0.967391304347826
tr|A0A4U1EWP7|A0A4U1EWP7_MONMO	HOG:E0803542.4a.4e.17a.24d	Vertebrata	1125.0716968133308	290	0.8485999325030613	0.7592547928270728	164	347	585	0.9132947976878613
tr|A0A4U1EY86|A0A4U1EY86_MONMO	HOG:E0747013.5e.1a	Boreoeutheria	1023.083548440472	156	0.8523394775739342	0.34146297651440677	14	189	199	0.8776595744680851
tr|A0A4U1EYP5|A0A4U1EYP5_MONMO	HOG:E0792984.6d.11a.3c.6b.8a.5a.4c.1b	Boreoeutheria	1120.4906672072748	357	0.6067291787523438	0.1115235814538945	30	610	698	0.7438423645320197
tr|A0A4U1EZJ6|A0A4U1EZJ6_MONMO	HOG:E0812449.2a.7a	Gnathostomata	1423.714680224886	285	0.9465644747518969	0.9275965751180104	205	307	539	1.0
tr|A0A4U1F2B8|A0A4U1F2B8_MONMO	HOG:E0727686.1a	Artiodactyla	4163.71475236552	634	0.4562771824024729	0.17124014301721965	156	1519	688	0.857707509881423
tr|A0A4U1F2G1|A0A4U1F2G1_MONMO	HOG:E0763487	Bilateria	2203.8898836545554	401	1.0	0.9999884535915652	401	407	577	1.0
tr|A0A4U1F2H8|A0A4U1F2H8_MONMO	HOG:E0745651.3a	Boreoeutheria	3501.21432771699	615	0.9288240873282309	0.8478936448157394	262	668	668	0.9910044977511244
tr|A0A4U1F2V7|A0A4U1F2V7_MONMO	HOG:E0793488.3b.11a	Chordata	2545.1563222464697	542	0.6901883767896787	0.5491620456840386	296	790	595	0.9569074778200254
tr|A0A4U1F3M2|A0A4U1F3M2_MONMO	HOG:E0801549	Eukaryota	157.8582918584484	60	0.3957445952331709	0.3624052367181207	54	155	156	0.577922077922078
tr|A0A4U1F3Q5|A0A4U1F3Q5_MONMO	HOG:E0758307.1b	Gnathostomata	1803.9500912676583	282	0.9791365760131185	0.9766508692212974	251	294	287	1.0
tr|A0A4U1F3U5|A0A4U1F3U5_MONMO	HOG:E0789122.1a.2a.1b	Deuterostomia	1668.0125346419486	345	0.9607482865781602	0.9540901128982824	291	365	562	1.0
tr|A0A4U1F460|A0A4U1F460_MONMO	HOG:E0761121.3a.6c.7b	Euteleostomi	5591.387309848513	1492	0.9283170899574615	0.8686213821679053	767	1627	2213	0.998769987699877
tr|A0A4U1F4R1|A0A4U1F4R1_MONMO	HOG:E1027386	LUCA	91.26910561530119	54	0.1959836385107032	0.14556888818945124	38	267	460	0.7969924812030075
tr|A0A4U1F4Y0|A0A4U1F4Y0_MONMO	HOG:E0750378.2a.1b	Artiodactyla	5597.690440593729	879	0.9471262344813473	0.6838708231010782	106	934	954	1.0
tr|A0A4U1F504|A0A4U1F504_MONMO	HOG:E0793648.1b.1b	Euteleostomi	2361.5080421594607	541	0.8801180850425205	0.799996961250561	292	620	587	0.8901453957996769
tr|A0A4U1F672|A0A4U1F672_MONMO	HOG:E0793913.1b.5a	Gnathostomata	1709.9733853614928	345	0.9827987770286879	0.9478180755318957	109	357	782	1.0
tr|A0A4U1F6Q7|A0A4U1F6Q7_MONMO	HOG:E0792649.1a.1a.4b	Boreoeutheria	639.9718214601015	142	0.9336894136643713	0.3749986401176544	6	158	896	0.9363057324840764
tr|A0A4U1F706|A0A4U1F706_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13	N/A	N/A
tr|A0A4U1F7W3|A0A4U1F7W3_MONMO	HOG:E0813581	Eukaryota	50.18148538527701	27	0.09344590571058052	N/A	N/A	284	237	0.31448763250883394
tr|A0A4U1F992|A0A4U1F992_MONMO	HOG:E0780620.1a.3b.3a	Bovidae	368.37974853264103	66	0.9427141194511441	0.49999992089953116	4	76	813	1.0
tr|A0A4U1FAE7|A0A4U1FAE7_MONMO	HOG:E0745955	Gnathostomata	1406.151205808419	231	0.8986801878040567	0.8988265324227236	231	263	431	0.9732824427480916
tr|A0A4U1FAH1|A0A4U1FAH1_MONMO	HOG:E0758945.1b	Gnathostomata	1118.5752324902737	156	0.8714490448778968	0.8424640351687592	123	185	154	0.9945652173913043
tr|A0A4U1FAX8|A0A4U1FAX8_MONMO	HOG:E0792943.6w	Metazoa	193.54793290409694	51	0.46566264698119536	0.16666584208463658	12	115	153	1.0
tr|A0A4U1FAX9|A0A4U1FAX9_MONMO	HOG:E0812576.2a.1b.9a.1b.1b.1b	Mammalia	2569.844297304163	488	0.9898094912025652	0.1666663567219725	1	499	525	0.9899598393574297
tr|A0A4U1FBK8|A0A4U1FBK8_MONMO	HOG:E0793187.2a.13c	Vertebrata	1560.0763941542837	299	0.9429812685836655	0.8963704644365956	173	323	414	1.0
tr|A0A4U1FBT4|A0A4U1FBT4_MONMO	HOG:E0751371	Gnathostomata	3356.847215505076	485	0.9435364855572858	0.9435763842654898	485	520	569	1.0
tr|A0A4U1FCU1|A0A4U1FCU1_MONMO	HOG:E0804645	Eukaryota	344.56450254318094	83	0.1735581061527778	0.17436813424959566	83	482	98	0.18295218295218296
tr|A0A4U1FDH1|A0A4U1FDH1_MONMO	HOG:E0729084.2a	Artiodactyla	2409.221149682772	337	0.86403721126665	0.6449703179891846	109	398	363	0.9521410579345088
tr|A0A4U1FE27|A0A4U1FE27_MONMO	HOG:E0752562.2a	Gnathostomata	2627.040685750148	521	0.8465675840787403	0.7902800855823162	358	621	706	0.9758064516129032
tr|A0A4U1FE60|A0A4U1FE60_MONMO	HOG:E0892225	g__Streptomyces	84.70612351769813	308	0.15280206197664697	0.1411369690723696	179	1275	470	0.9733124018838305
tr|A0A4U1FEE2|A0A4U1FEE2_MONMO	HOG:E0758187.2m	Vertebrata	1065.419190314738	192	0.8927539153815369	0.7809516151306992	82	221	219	1.0
tr|A0A4U1FFT9|A0A4U1FFT9_MONMO	HOG:E1038321.4b	Chordata	2542.9516917235946	466	0.9851436589410618	0.9786546073906491	321	479	488	1.0
tr|A0A4U1FGP4|A0A4U1FGP4_MONMO	HOG:E0802013.7b.11a.12c.1a	Boreoeutheria	1100.8610056062496	220	1.0	0.9999996090176827	33	226	226	1.0
tr|A0A4U1FIR1|A0A4U1FIR1_MONMO	HOG:E0756250.3a	Boreoeutheria	2511.2346560973438	395	0.929321164066262	0.8421040621222048	160	431	433	1.0
tr|A0A4U1FJ93|A0A4U1FJ93_MONMO	HOG:E0824136.2a.1a	Vertebrata	2222.997141786123	439	0.8792684832221356	0.8534237356192864	361	505	488	1.0
tr|A0A4U1FJE0|A0A4U1FJE0_MONMO	HOG:E0752373	Vertebrata	1987.8382681787298	363	0.9601816188468969	0.9603116314200556	363	387	897	1.0
tr|A0A4U1FJE1|A0A4U1FJE1_MONMO	HOG:E0802598.2b.8b.11c	Primates	4066.3631511279327	1058	0.9728128234494156	0.16216174599683844	6	1095	1111	0.9990859232175503
tr|A0A4U1FJF6|A0A4U1FJF6_MONMO	HOG:E0804467.5b	Vertebrata	705.1469931964848	87	0.7767557282544152	0.6527771985686306	47	118	89	0.8376068376068376
tr|A0A4U1FL42|A0A4U1FL42_MONMO	HOG:E0790572	Metazoa	769.2885680053789	244	0.370905347440772	0.3476762402885059	226	659	907	0.8601823708206687
tr|A0A4U1FL67|A0A4U1FL67_MONMO	HOG:E0746989.1b.5a	Amniota	4023.318112694488	631	0.9843753080535131	0.973116176788858	362	647	673	1.0
tr|A0A4U1FMB3|A0A4U1FMB3_MONMO	HOG:E0805913.4b.5c.21b.22b	Tetrapoda	769.5636695522351	140	0.6725899580997378	0.11688286053302609	9	214	159	0.755868544600939
tr|A0A4U1FMH0|A0A4U1FMH0_MONMO	HOG:E0793340.4a.8e.17b	Eutheria	1092.8163372131692	257	0.9769051476591277	0.823528651431628	28	269	542	0.9888059701492538
tr|A0A4U1FPJ8|A0A4U1FPJ8_MONMO	HOG:E0802656.8af.48g.35b.18b	Boreoeutheria	1549.2860056209133	629	0.4482614618182374	0.17220965560635493	176	1391	561	0.8964028776978418
tr|A0A4U1FQ25|A0A4U1FQ25_MONMO	HOG:E0794999.2a.1b	Vertebrata	816.1242554812208	128	1.0	0.999998581034447	30	134	259	1.0
tr|A0A4U1FQE5|A0A4U1FQE5_MONMO	HOG:E0746520.1a	Sarcopterygii	3701.7617696072	627	0.9735398989333771	0.9640531468843369	456	650	978	1.0
tr|A0A4U1FQN5|A0A4U1FQN5_MONMO	HOG:E0729388	Eutheria	35.43662936073001	11	0.036477010161777644	N/A	N/A	306	220	0.3704918032786885
tr|A0A4U1FQW2|A0A4U1FQW2_MONMO	HOG:E0793207.5bz.42c.22b	Vertebrata	4033.194072596485	1066	0.8873560767005624	0.7800932135821401	486	1216	1074	0.9876543209876543
tr|A0A4U1FR20|A0A4U1FR20_MONMO	HOG:E0801484.10i.361a.435c.342b.233b.101a	Theria	727.335612774906	240	0.9870999236734921	0.8999998847393169	27	249	216	1.0
tr|A0A4U1FR48|A0A4U1FR48_MONMO	HOG:E0732495	Mammalia	160.71277266698846	28	0.29147244354091933	0.29166586371619335	28	102	173	0.8613861386138614
tr|A0A4U1FRG4|A0A4U1FRG4_MONMO	HOG:E0736511	Tetrapoda	1509.3949460694373	181	0.9731129757893121	0.9731165709997659	181	192	192	1.0
tr|A0A4U1FRU0|A0A4U1FRU0_MONMO	HOG:E0801593.4c.17e	Metazoa	411.54025124286005	72	0.575631307864012	0.11475373514421726	7	131	143	0.9769230769230769
tr|A0A4U1FS60|A0A4U1FS60_MONMO	HOG:E0801468.10ihf.5987a	Euteleostomi	21.942875826627287	130	0.9704914266408815	0.9696949925081082	32	137	1685	0.9926470588235294
tr|A0A4U1FS71|A0A4U1FS71_MONMO	HOG:E0739005	Euteleostomi	6265.197681248762	1155	0.959952845125559	0.9600835760304328	1155	1209	1237	1.0
tr|A0A4U1FSH1|A0A4U1FSH1_MONMO	HOG:E0748195.2a	Artiodactyla	2207.415413374293	253	0.9547111794961363	0.6249999625483494	20	271	262	0.9555555555555556
tr|A0A4U1FSK7|A0A4U1FSK7_MONMO	HOG:E0777976.3b.9b.16c.13b	Boreoeutheria	2658.619927113299	695	0.9826863340368661	0.8356154384616666	61	713	1168	1.0
tr|A0A4U1FTB2|A0A4U1FTB2_MONMO	HOG:E1028526.7e.43b	Euteleostomi	644.6165598602452	219	0.35365940790800215	0.25141370102921157	133	616	409	0.7577235772357723
tr|A0A4U1FTH8|A0A4U1FTH8_MONMO	HOG:E0758225.1c.13a.9b	Eutheria	4574.292797720127	1003	0.8006479581337181	0.5573168548461347	316	1257	1136	0.9124203821656051
tr|A0A4V5P7T5|A0A4V5P7T5_MONMO	HOG:E1028112.1co	Eukaryota	277.87078386849913	80	0.758719932824062	0.11763925532013575	4	111	450	0.9090909090909091
tr|A0A4V5P7V4|A0A4V5P7V4_MONMO	HOG:E0777910.1c.2a.6b	Tetrapoda	3939.192091857322	912	0.8878912072597148	0.573474650416798	160	1034	885	0.995159728944821
tr|A0A4V5P914|A0A4V5P914_MONMO	HOG:E0777993.6a	Eutheria	923.5247279445335	172	0.9553948746166745	0.49999902464279056	8	186	836	0.9567567567567568
tr|A0A4V5P9H3|A0A4V5P9H3_MONMO	HOG:E0761364.2b	Vertebrata	1145.2166450621728	189	0.8144277293288108	0.7962943187845758	172	238	238	1.0
tr|A0A4V5PA10|A0A4V5PA10_MONMO	HOG:E0746174	Gnathostomata	2396.423219663757	333	0.9940256903360968	0.9940262608764203	333	341	343	1.0
tr|A0A4V5PAZ4|A0A4V5PAZ4_MONMO	HOG:E0793721.2e.4c.14a	Artiodactyla	1582.2252948013663	291	0.7860216058807424	0.21495322744206477	23	376	350	0.92
tr|A0A4U1ECH7|A0A4U1ECH7_MONMO	HOG:E1033128.10o.48e	Metazoa	2035.0044825880518	629	0.9589700233162594	0.9389881449419826	431	661	608	0.990909090909091
tr|A0A4U1ECQ8|A0A4U1ECQ8_MONMO	HOG:E0793467.2b.1b.3a	Gnathostomata	3001.04802511471	625	1.0	0.9999962299747982	223	631	1288	1.0
tr|A0A4U1ECY0|A0A4U1ECY0_MONMO	HOG:E0772495	Bilateria	14.635171283328532	17	0.03893474474541209	N/A	N/A	405	953	0.7673267326732673
tr|A0A4U1EDA9|A0A4U1EDA9_MONMO	HOG:E1030484.8g.30e	Eumetazoa	134.894973275267	120	0.22001226967646617	0.10647225352393089	46	492	687	0.9938900203665988
tr|A0A4U1EDM3|A0A4U1EDM3_MONMO	HOG:E0793025.5c.18b	Artiodactyla	1425.1524532245373	333	0.859283442242938	0.26027391416525053	19	393	354	0.9260204081632653
tr|A0A4U1EDZ2|A0A4U1EDZ2_MONMO	HOG:E0757265.1a	Gnathostomata	306.6627922125688	54	0.13222561565502658	0.11720660641284017	47	414	263	0.29782082324455206
tr|A0A4U1EFJ1|A0A4U1EFJ1_MONMO	HOG:E0805916.9a.37a.21a.5b.1a.2a.1b	Hystricomorpha	1984.618656898475	544	0.988822751140088	0.45454529731309407	5	556	575	1.0
tr|A0A4U1EFV3|A0A4U1EFV3_MONMO	HOG:E0730422	Theria	1357.6042332443383	170	0.9392113588323873	0.9392249915679616	170	187	209	0.956989247311828
tr|A0A4U1EG66|A0A4U1EG66_MONMO	HOG:E0811656.4t.25a.28b	Sarcopterygii	209.39741772672522	56	0.7064083097671542	0.47825998493140276	22	85	340	1.0
tr|A0A4U1EGA2|A0A4U1EGA2_MONMO	HOG:E0745507.5b	Amniota	264.16601689879076	63	0.21936590212180537	0.13565765267263064	35	292	578	0.2852233676975945
tr|A0A4U1EJT0|A0A4U1EJT0_MONMO	HOG:E0789189.1a.5b	Boreoeutheria	2251.8328549131516	413	0.9384353186752509	0.8150646262677661	119	446	833	0.9977528089887641
tr|A0A4U1EL85|A0A4U1EL85_MONMO	HOG:E0730212	Theria	71.02378914204269	24	0.09565031907003428	N/A	N/A	254	544	0.22529644268774704
tr|A0A4U1ELU2|A0A4U1ELU2_MONMO	HOG:E1028804.1e.9e.44j.92a.65a.50b.34a	Euteleostomi	601.6897994749047	146	0.8140808652176756	0.10204039467260292	5	185	200	1.0
tr|A0A4U1EM34|A0A4U1EM34_MONMO	HOG:E0758321.1a.4a.1a	Boreoeutheria	2513.282355519599	420	0.9544533788167145	0.9103117252752513	203	446	438	1.0
tr|A0A4U1EN45|A0A4U1EN45_MONMO	HOG:E0780491.1b.2d.3a	Euteleostomi	1545.7083392607074	196	1.0	0.9999995147428382	4	202	229	1.0
tr|A0A4U1EQA4|A0A4U1EQA4_MONMO	HOG:E0750341	Gnathostomata	1250.3837164060396	180	0.90446160961754	0.9045186709562477	180	205	297	0.9362745098039216
tr|A0A4U1EQS9|A0A4U1EQS9_MONMO	HOG:E0804648.3b.4a.6b.11c.33b.16c.10b.2c.2b	Eutheria	771.2893530096375	119	0.9916556999459455	0.7999998350190222	4	126	121	0.992
tr|A0A4U1ERB6|A0A4U1ERB6_MONMO	HOG:E0756498	Chordata	8624.265926588245	1853	0.9269042952204901	0.9273906460322839	1853	2004	2021	1.0
tr|A0A4U1ET27|A0A4U1ET27_MONMO	HOG:E0810760.1c.5a.9b.5b	Euteleostomi	2184.475494541507	398	0.9384856934906478	0.9136196071600895	275	430	420	1.0
tr|A0A4U1EU86|A0A4U1EU86_MONMO	HOG:E0761614.1b	Gnathostomata	5168.670511731296	1129	0.9688234159257111	0.965756793611935	1016	1171	2366	0.9974358974358974
tr|A0A4U1EV38|A0A4U1EV38_MONMO	HOG:E0793348.3c.12b.2a.1b.1b	Artiodactyla	706.9789932010179	278	0.9593364667425524	0.1538453741415326	2	295	4487	0.9625850340136054
tr|A0A4U1EW21|A0A4U1EW21_MONMO	HOG:E0747206.1a.3a	Cetacea	3052.0920456735817	539	0.8471694781323722	0.2248520432400383	38	642	429	0.9984399375975039
tr|A0A4U1EXY8|A0A4U1EXY8_MONMO	HOG:E0802718	Eukaryota	15.248851581191655	18	0.08542656847402454	N/A	N/A	219	456	0.5504587155963303
tr|A0A4U1EYI8|A0A4U1EYI8_MONMO	HOG:E0741592	Euteleostomi	33.508156972316876	9	0.07069544496598307	N/A	N/A	133	147	0.3712121212121212
tr|A0A4U1EZC8|A0A4U1EZC8_MONMO	HOG:E0801468.10hnb.5871b	Bilateria	42.25046538508737	186	1.0	0.9999973993703004	35	192	600	1.0
tr|A0A4U1EZF6|A0A4U1EZF6_MONMO	HOG:E0805459.2b.2b.7c.4g.2b.1k	Chordata	936.7292408235886	149	1.0	0.999999577054636	1	155	174	1.0
tr|A0A4U1F0F1|A0A4U1F0F1_MONMO	HOG:E0801468.10hoz.5885b.4555b.3404b	Theria	78.70185184249263	347	0.9668660876281898	0.7333331502722483	22	356	590	1.0
tr|A0A4U1F106|A0A4U1F106_MONMO	HOG:E0892225	g__Streptomyces	128.53882213639926	291	0.22105787827713494	0.17540694752219185	168	963	470	0.997920997920998
tr|A0A4U1F1C2|A0A4U1F1C2_MONMO	HOG:E0738278	Sarcopterygii	1381.7133833811542	180	1.0	0.9999985665057896	180	186	209	1.0
tr|A0A4U1F1E2|A0A4U1F1E2_MONMO	HOG:E0746857	Gnathostomata	2015.2563504081438	315	0.9632525960741692	0.9632987769300164	315	333	335	1.0
tr|A0A4U1F1I3|A0A4U1F1I3_MONMO	HOG:E0807719.3a.6e.4b.7c.13b.15a	Theria	1051.9848487888257	231	0.8808867666079794	0.3799997287983926	19	276	264	0.8872727272727273
tr|A0A4U1F1W9|A0A4U1F1W9_MONMO	HOG:E0715912	Cetacea	1778.6682254647637	223	0.8848954736893084	0.8849202610498477	223	258	602	0.8871595330739299
tr|A0A4U1F2F0|A0A4U1F2F0_MONMO	HOG:E0745932	Gnathostomata	2663.267004203484	454	0.8830531181717622	0.8832615419891365	454	520	493	0.9229287090558767
tr|A0A4U1F2G4|A0A4U1F2G4_MONMO	HOG:E1027603.2b.18s.117b.85b	Eutheria	1569.7184002812878	504	0.9603755780451377	0.6615380779819026	43	530	518	0.9886578449905482
tr|A0A4U1F2J8|A0A4U1F2J8_MONMO	HOG:E0793352.3c.8b.16a	Sarcopterygii	858.370416740355	185	0.8104510846530909	0.4941171731017287	42	234	236	0.9914163090128756
tr|A0A4U1F3F0|A0A4U1F3F0_MONMO	HOG:E0778085.1a.1a.1a.4b	Boreoeutheria	2299.8406151932404	366	0.9759612722003632	0.5652170849111033	13	381	457	0.9947368421052631
tr|A0A4U1F3Q1|A0A4U1F3Q1_MONMO	HOG:E0746023	Gnathostomata	1307.5828745150473	180	0.9944716483772984	0.9944717745758972	180	187	569	1.0
tr|A0A4U1F3R4|A0A4U1F3R4_MONMO	HOG:E0740005	Euteleostomi	115.41728102462139	21	0.2656218811507653	0.2658223286102799	21	85	127	0.6071428571428571
tr|A0A4U1F4K9|A0A4U1F4K9_MONMO	HOG:E0773783.2a	Boreoeutheria	1145.946114915555	168	0.8614496847140901	0.32499982888470014	13	201	422	0.89
tr|A0A4U1F4Q3|A0A4U1F4Q3_MONMO	HOG:E0732746	Amniota	716.5666370395215	116	0.4582695328991092	0.4584959225486758	116	274	307	0.9816849816849816
tr|A0A4U1F4Y3|A0A4U1F4Y3_MONMO	HOG:E0735645.2b	Boreoeutheria	263.400435346009	38	0.3761589892152592	0.14864840779579255	11	107	77	0.42452830188679247
tr|A0A4U1F5W0|A0A4U1F5W0_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	109	N/A	N/A
tr|A0A4U1F5Y5|A0A4U1F5Y5_MONMO	HOG:E0801494.8c.41b.43a.16c.26b	Amniota	320.28341766882295	73	0.6683449307607238	0.11363620123825825	5	115	115	0.9122807017543859
tr|A0A4U1F674|A0A4U1F674_MONMO	HOG:E0748944.4a	Eutheria	2694.5344170563517	402	0.9616838495289006	0.8545447662099462	94	424	413	0.9810874704491725
tr|A0A4U1F6A1|A0A4U1F6A1_MONMO	HOG:E0802935.25b	Amniota	1640.0657828537885	350	0.9328714541136239	0.7252737237659324	66	381	352	0.9842105263157894
tr|A0A4U1F6T2|A0A4U1F6T2_MONMO	HOG:E1027386	LUCA	1388.4524446341882	436	0.6026966630418847	0.6052748789876365	434	723	460	0.724376731301939
tr|A0A4U1F772|A0A4U1F772_MONMO	HOG:E1027382.1b.6b.13b.18a	Vertebrata	1495.0649490394042	334	1.0	0.9824556250678231	56	340	340	1.0
tr|A0A4U1F7C7|A0A4U1F7C7_MONMO	HOG:E0807709	Eukaryota	3479.804020932736	771	0.9443728751752395	0.9448055887301018	771	822	937	0.9829476248477467
tr|A0A4U1F7V2|A0A4U1F7V2_MONMO	HOG:E0755395.1a.5a	Theria	3439.637905255859	712	0.897296524922001	0.6679654394032355	171	799	1430	1.0
tr|A0A4U1F8C5|A0A4U1F8C5_MONMO	HOG:E1033459.1a.2a.16b	Gnathostomata	992.9448589948814	238	0.6243784832811184	0.556247504622353	178	398	277	0.8589420654911839
